21,22,0,0.00055868
35,36,0,1.62848e-06
67,68,0,0
119,120,0,0.000309372
130,143,-0.678686,-0.484386
157,158,-0.0871668,0.087001
168,169,-0.023509,-0.00289973
199,202,-0.143648,-0.0449335
221,222,0,3.00445e-05
250,251,0,-2.63228e-08
266,268,-0.0403452,-0.0693551
267,269,-0.0341196,0.0100637
291,294,-0.131755,0.119364
340,341,0,-6.86676e-05
372,373,0,0.000132269
381,382,0,-3.14447e-07
442,443,0,-0.000636226
460,461,-0.0231571,-0.0220715
554,555,0,-0.00349731
603,614,-1.152,-0.0447027
758,759,0,-0.00185437
838,839,0,0
1105,1106,-0.00726318,-0.0201321
1181,1182,0,5.6272e-07
1314,1315,0,0.00202878
1333,1534,-4.53496,-0.515567
1403,1545,-3.53264,0.0870681
1426,1307,2.40908,0.28209
1485,1504,-0.456947,0.849463
1619,1666,-1.28511,1.08243
1630,1631,0,-8.85268e-06
2542,2565,-1.44043,0.524641
2883,2884,0,0
2994,2995,0,0
3050,3051,0,-0.0678193
3060,3061,0,0.000586257
3104,3105,0,-2.19349e-05
3127,3128,0,0
3232,3233,0,0
3299,3300,0,0
3304,3306,-0.116287,-0.00968358
3324,3392,-3.84402,-0.485918
3389,3396,-0.205399,-0.0492784
3405,3406,0,0.00127375
3469,3504,-1.82474,0.00763436
3471,3509,-1.91763,0.190608
3477,3478,0,0
3549,3550,-0.10495,0.0883469
3553,3565,-0.735489,-0.0919671
3563,3652,-3.92593,0.421957
3653,3677,-0.974121,0.0583597
3691,3695,-0.154236,-0.00957682
3701,3704,-0.0422668,5.59888e-05
3745,3746,-0.00100708,0.00133666
3773,3774,0,0.000108637
3794,3795,0,0
3815,3817,-0.0871277,-0.00524461
3870,3876,-0.208664,0.069687
3922,3924,-0.0200195,-0.00345447
3954,3955,0,-0.0017087
4015,3981,1.16676,0.0532993
4042,4043,0,-0.00222207
4067,4170,-2.6022,0.104653
4069,4083,-0.356247,0.0769884
4071,4125,-1.35231,0.0695299
4076,4118,-1.05916,0.0327002
4077,4078,0,-0.00177623
4079,4286,-6.50876,0.153817
4086,4147,-1.52626,0.073962
4092,4093,0,-0.000933358
4102,4103,0,0.000369939
4105,4190,-2.26442,-0.106983
4124,4211,-2.50687,0.130894
4127,4128,-0.0234833,-0.00229978
4143,4144,-0.0151367,-0.0134722
4154,4182,-0.782669,-0.0956024
4173,4174,-0.0145111,0.000788026
4184,4185,0,0.0011101
4212,4250,-1.46561,0.101226
4217,4252,-1.40079,-0.00312819
4219,4220,0,0.00179957
4227,4228,-0.0339813,0.0143543
4256,4257,0,0.000127691
4263,4301,-1.29605,-0.2168
4297,4298,0,3.09255e-05
4326,4327,-0.00205994,-0.00331025
4330,4331,0,-1.18164e-05
4339,4340,0,-1.65646e-05
4372,4353,0.752563,0.264377
4382,4384,-0.038681,0.0618585
4415,4398,0.509506,-0.182035
4440,4425,0.575211,0.0181165
4444,4448,-0.0581818,0.0298958
4446,4447,-0.00111389,-0.0030474
4465,4466,0,-3.24454e-05
4488,4489,0,0.00215818
4597,4598,0,9.43796e-06
4680,4699,-0.600449,0.177667
4746,4757,-0.681488,0.148796
4762,4763,-0.00384521,-0.00204005
4818,4820,-0.118439,0.00735508
4945,4973,-1.12422,0.022513
5072,5073,0,-7.03169e-05
5211,5212,-0.0052948,0.00179568
5297,5132,6.54886,-0.523541
5358,5467,-3.39917,0.083497
5370,5372,-0.0411682,-0.0259198
6285,6286,0,-9.62251e-05
6455,6456,0,0
6616,6626,-1.17474,-0.0643117
6632,6634,-0.378418,-0.0299824
6635,6636,-0.0169373,0.0142553
6665,6666,0,0.00292976
6759,6760,-0.00717163,0.000779162
6776,6780,-0.488922,-0.0183637
6804,6805,0,-0.000333088
6840,6841,0,0
6867,6875,-0.312622,0.117396
6876,6877,0,-0.00893369
6879,6880,0,2.02449e-05
6883,6884,0,0
6909,6910,0,0
6913,6914,0,0
6966,7010,-1.96252,0.0286017
7003,7004,0,0.000956934
7029,7030,-0.113464,0.000166413
7037,5192,104.326,-0.270209
7053,7054,0,7.0595e-06
7081,7082,0,0
Processed points number: 4522886
