0.00640617,3.05909
0.0127777,4.75913
0.0378689,4.00763
0.0516942,7.8677
0.061202,9.3771
0.0713768,5.69356
0.103468,11.5443
0.112767,4.74189
0.133516,4.84926
0.136608,13.7169
0.15418,15.7832
0.154422,8.08856
0.157068,2.86276
0.161011,4.91761
0.161415,16.0812
0.168615,7.88099
0.179835,17.4856
0.186854,9.40165
0.188365,6.11735
0.18894,9.46171
0.240438,13.8524
0.255206,12.1039
0.256493,9.70572
0.269578,2.91228
0.283071,9.57897
0.301459,7.16533
0.311428,10.0638
0.342599,2.8776
0.34715,11.5741
0.361864,4.47202
0.385374,3.55765
0.386904,9.08094
0.397608,2.66229
0.428044,4.54795
0.435751,4.08224
0.440935,5.72169
0.461233,9.52341
0.465093,10.7179
0.468034,5.34471
0.478014,5.53257
0.479527,7.50339
0.484835,13.9494
0.507087,6.12208
0.511673,13.1692
0.524344,6.44583
0.536918,3.21863
0.548786,2.40384
0.55118,4.22452
0.5582,5.80908
0.561247,5.92094
0.565309,11.0487
0.567858,5.0122
0.614364,7.69452
0.617488,6.34308
0.644806,18.5377
0.646164,9.90081
0.651252,12.965
0.652627,7.77855
0.684163,4.08285
0.703077,8.69874
0.715665,7.29838
0.728218,7.76469
0.738534,6.61697
0.75011,12.9247
0.758557,12.5977
0.763465,9.56587
0.790389,2.99895
0.823305,13.0745
0.830087,10.4728
0.839633,4.02368
0.841532,8.98433
0.843648,5.08745
0.84476,6.96643
0.858826,10.4064
0.861429,1.5546
0.872672,12.2877
0.887582,13.7774
0.934962,3.92132
0.940765,5.94151
0.941585,4.37348
0.956417,9.69969
0.977554,1.4029
0.983094,11.8572
0.985677,8.74761
0.990252,6.95893
0.990878,3.17979
1.00141,3.40668
1.01097,3.90953
1.01386,13.0051
1.01872,8.71376
1.04709,3.98421
1.05109,3.13123
1.0751,16.1977
1.08413,9.40402
1.10043,4.4041
1.11357,10.4934
1.12222,10.5739
1.14198,16.0471
1.15052,7.39168
1.15433,3.36568
1.15898,1.60733
1.16324,13.3735
1.17262,5.03084
1.17313,8.15077
1.18172,5.2736
1.20662,6.04269
1.21632,7.48563
1.22091,10.455
1.22417,13.0993
1.24575,6.91686
1.28516,11.4323
1.29446,6.98001
1.30816,4.19494
1.32523,5.57791
1.33209,8.0666
1.35004,18.9824
1.35257,12.7752
1.35929,7.14543
1.39598,11.8623
1.3964,8.47343
1.39911,8.40759
1.40475,2.623
1.41732,7.35403
1.46015,2.84787
1.4684,4.71207
1.4888,1.32684
1.48905,5.41641
1.49041,9.1339
1.49431,4.97282
1.54054,11.5767
1.54109,11.4709
1.55819,11.6043
1.58097,5.09759
1.58901,8.11728
1.59084,8.36422
1.59833,4.04729
1.6005,10.9411
1.60431,12.9792
1.61433,2.06884
1.63113,9.89359
1.6367,10.6657
1.63715,11.3519
1.64333,4.22969
1.67141,9.3273
1.68264,4.85784
1.69054,5.17161
1.69719,11.4549
1.70314,4.91514
1.71239,4.85222
1.71968,6.14033
1.73325,3.35371
1.73701,6.24514
1.75046,7.13165
1.75375,1.34148
1.76349,19.1445
1.7683,10.5497
1.77078,10.5395
1.77308,6.30384
1.79927,10.0415
1.80076,6.85476
1.80509,8.36456
1.84361,7.21579
1.84641,4.24737
1.862,4.73292
1.86408,4.8762
1.87038,4.78067
1.89336,5.42398
1.90705,5.14528
1.91015,2.26766
1.92633,14.4028
1.92651,9.41272
1.93466,6.55559
1.94175,10.0452
1.95253,13.199
1.95699,5.33315
1.9647,10.2448
1.96542,2.97393
1.96662,14.7625
1.97746,8.62362
1.98594,9.24377
2.00912,6.28615
2.02594,16.4121
2.03134,4.86278
2.04437,10.736
2.04623,1.3112
2.06393,8.91725
2.07115,4.09567
2.07323,11.1874
2.0738,13.9533
2.07755,5.5409
2.0777,5.42151
2.07914,2.81644
2.09504,11.9209
2.11029,5.64225
2.1197,3.05081
2.12769,3.54376
2.12903,4.54202
2.13037,14.5995
2.15134,4.37281
2.15652,4.33579
2.18028,10.3222
2.18988,9.77932
2.19124,8.17272
2.20615,9.63072
2.20841,3.47583
2.2124,5.83127
2.21514,4.56137
2.23857,8.55013
2.24187,6.15832
2.25039,3.24685
2.27317,4.32214
2.27369,3.3266
2.27388,7.76197
2.27685,9.7041
2.29233,2.85178
2.30236,3.29178
2.31545,7.88766
2.33075,9.1487
2.33948,12.4765
2.34801,14.8176
2.35123,9.51296
2.3936,5.48723
2.39783,1.55452
2.39829,1.74207
2.40252,5.24972
2.41202,17.8899
2.44887,6.59721
2.46112,1.7559
2.47669,3.70846
2.51273,8.68475
2.52359,8.59619
2.52734,5.67145
2.53994,2.16583
2.5437,6.43
2.55112,1.64437
2.56578,3.85526
2.5661,16.3263
2.57594,4.70633
2.58204,12.756
2.58263,7.17811
2.59584,11.5973
2.61237,10.4818
2.6195,9.19581
2.63242,5.42903
2.65181,13.3501
2.66188,5.72565
2.66561,4.18285
2.68008,9.1399
2.68692,12.2558
2.6927,8.20837
2.70438,9.20942
2.70667,3.5442
2.7859,9.64906
2.8063,6.52449
2.82924,3.6285
2.83542,10.295
2.84393,5.83611
2.84427,14.5664
2.84891,2.99097
2.84904,12.0296
2.85195,6.02638
2.86655,9.97251
2.87275,12.2558
2.87635,7.02538
2.87848,5.55296
2.89148,5.29489
2.91902,3.43152
2.93708,14.3159
2.9582,7.99371
2.96934,4.47748
2.96972,5.09707
2.97118,10.95
2.97571,10.9545
2.9788,8.12748
2.97969,6.22385
2.98666,3.26344
2.99018,10.4708
2.99663,2.076
3.00706,5.2752
3.02583,4.65005
3.03683,10.3788
3.03849,14.7742
3.03891,5.94401
3.05199,12.4387
3.0537,7.34816
3.0614,7.16924
3.07114,8.57457
3.09618,9.66908
3.13222,17.5908
3.13414,10.0244
3.13864,4.46119
3.15406,13.475
3.15906,15.1695
3.16104,4.7604
3.17355,11.3637
3.17443,1.58661
3.18132,5.3808
3.18505,3.64945
3.20085,6.54061
3.21011,4.62767
3.23455,3.78529
3.23582,4.42312
3.2395,4.65569
3.24119,21.4429
3.27961,2.76203
3.31443,6.25471
3.32237,5.79565
3.35484,6.1066
3.3592,8.26033
3.36213,4.25197
3.3769,3.83204
3.37848,11.361
3.38634,1.97041
3.40083,1.91526
3.40659,10.3147
3.4182,8.23658
3.44516,9.52044
3.47015,8.08544
3.48593,13.3048
3.49122,3.73937
3.51212,5.69004
3.51724,8.60941
3.51897,2.05849
3.54343,1.50857
3.55225,5.07471
3.55685,16.2432
3.59076,4.13565
3.60507,4.55807
3.61908,10.358
3.63368,7.92565
3.64373,4.07246
3.65287,19.6783
3.66356,9.79678
3.66593,4.67335
3.6663,7.41779
3.6805,5.76447
3.68112,10.7851
3.69865,4.11718
3.71236,14.5339
3.71277,13.6674
3.73051,9.12916
3.73302,4.40783
3.73858,4.08118
3.74536,6.16552
3.75484,10.4993
3.76879,2.31336
3.80087,12.8471
3.80443,1.94738
3.83218,4.58772
3.83874,5.08595
3.83952,10.9315
3.84949,3.44656
3.85268,3.44357
3.88307,5.64304
3.88524,10.7886
3.89507,9.42938
3.89888,1.08397
3.90499,6.45397
3.93269,8.53637
3.94911,9.28863
3.97234,8.37898
3.99331,5.61458
3.99998,4.81799
4.0128,10.0023
4.01385,3.58922
4.01863,5.48638
4.02808,10.0131
4.08319,4.83446
4.10716,2.23046
4.11858,10.364
4.12459,4.80817
4.13771,14.3503
4.13791,3.86284
4.1469,3.37618
4.14885,14.5707
4.1711,2.00296
4.17325,3.78946
4.17628,2.23024
4.24245,1.54465
4.24329,6.86752
4.25105,17.3064
4.25465,8.81942
4.26791,12.4079
4.27631,3.33756
4.28336,10.1274
4.31681,4.45636
4.31712,3.23045
4.31814,4.31434
4.36474,5.29975
4.37111,4.26165
4.37442,3.29733
4.39892,6.90703
4.41839,6.60004
4.4214,7.9053
4.42513,15.0413
4.42962,14.9374
4.46875,8.89454
4.48095,9.47835
4.5131,4.54388
4.51339,7.29976
4.52453,4.02354
4.5519,13.5848
4.55228,7.8098
4.56012,8.21184
4.56519,7.29289
4.57964,3.64485
4.59115,2.61735
4.59904,5.56622
4.60512,1.72296
4.60818,3.97751
4.62084,4.20067
4.63586,11.4342
4.66715,3.63087
4.68282,3.00166
4.68302,11.6444
4.68401,9.44916
4.68562,5.37596
4.69098,5.11835
4.70218,5.88747
4.71346,5.68382
4.75056,4.01678
4.7734,9.14203
4.77517,3.0886
4.79612,3.76043
4.80126,13.9326
4.80159,7.75596
4.81655,6.63598
4.84093,4.57148
4.84786,2.32095
4.87473,14.9684
4.88209,9.79184
4.91425,1.9575
4.91527,6.13058
4.93975,4.1636
4.96596,6.93572
4.97067,4.96591
4.97097,8.63486
4.97487,3.81799
4.99897,5.97865
4.99975,11.0468
5.04334,10.1136
5.07893,9.3246
5.08889,7.35665
5.11566,6.77707
5.12151,8.20229
5.12318,10.893
5.12356,6.07213
5.15608,9.83773
5.15817,4.79137
5.17205,3.38932
5.20344,4.07181
5.20463,8.3502
5.20674,3.61622
5.21329,7.36211
5.24661,5.11681
5.26088,2.31899
5.26631,4.90973
5.26881,12.0246
5.28778,1.92538
5.29413,10.4188
5.29622,16.8802
5.29824,3.40372
5.30977,3.86538
5.31304,2.18515
5.31837,12.5889
5.32082,4.90907
5.3222,9.47058
5.32513,14.175
5.32943,1.89161
5.34213,4.89586
5.38041,4.86155
5.39482,4.06256
5.39925,4.9088
5.44266,11.3099
5.46244,6.11646
5.4751,10.7294
5.47685,3.16616
5.48282,8.08972
5.50276,11.9035
5.52733,10.5556
5.52968,13.9529
5.5318,1.09811
5.53413,15.4958
5.5376,5.50737
5.56029,4.88575
5.5617,14.6057
5.56634,5.48939
5.56865,9.82206
5.59853,4.24452
5.60047,3.5807
5.61547,10.7237
5.62462,5.31089
5.62471,18.799
5.62831,19.0418
5.63905,8.71094
5.65382,2.76485
5.68938,5.55514
5.70057,1.68904
5.70179,10.4568
5.70344,14.1473
5.72525,4.59714
5.7337,4.39811
5.73662,8.5541
5.73689,3.02928
5.74773,3.22621
5.74957,12.3671
5.77067,5.23358
5.77485,1.55605
5.78132,10.0705
5.78892,10.0856
5.80319,5.94937
5.81452,4.77698
5.81583,5.05384
5.81585,5.95604
5.82702,2.19511
5.82841,4.18701
5.83045,10.1566
5.84052,5.48424
5.84619,5.16218
5.85185,1.65191
5.85398,10.3477
5.85983,8.9379
5.86188,4.62858
5.86276,6.91317
5.88165,6.51078
5.89218,5.78499
5.93629,4.09223
5.94402,3.50095
5.97443,5.09194
5.98593,3.85179
5.99016,5.16735
5.99206,5.05074
6.0047,4.70722
6.01807,7.6633
6.01964,9.52619
6.04744,4.86838
6.05155,1.67619
6.06907,8.70523
6.09719,8.44622
6.1318,1.73344
6.13613,3.60957
6.15133,5.4056
6.21289,11.9194
