cluster,418,419,-0.00912189,0.000669628
cluster,446,449,-0.0565257,0.0101659
cluster,553,559,-0.192111,-0.0327931
cluster,583,589,-0.106658,-0.0192426
cluster,780,779,0,-0.00126998
cluster,802,801,0.0109711,-0.0486912
cluster,828,829,0,0.000910052
cluster,880,879,0,0
cluster,883,882,0,-0.00259458
cluster,982,1017,-1.51089,0.080206
cluster,984,985,-0.00312424,-0.00742255
cluster,1018,997,0.879564,0.017056
cluster,1029,1015,0.661911,-0.00169212
cluster,1260,1261,0,4.5402e-08
cluster,1267,1266,0,0.000569696
cluster,1312,1311,0,7.4022e-06
cluster,1453,1452,0.000480652,0.00516245
cluster,1522,1521,0.0177994,-0.0387463
cluster,1746,1776,-0.921204,0.0586539
cluster,2629,2595,0.127457,-0.110463
cluster,3697,3698,0,0.000208524
cluster,4170,4161,0.116493,-0.30083
cluster,4388,4387,0.00100708,-0.0117688
cluster,4493,4492,0.00701141,-0.025053
cluster,4738,4737,0.0117111,-0.00144502
cluster,5236,5237,0,0.00115158
cluster,5276,5313,-2.09827,-0.112188
cluster,5326,5327,-0.0408325,0.0627093
cluster,5410,5375,2.22841,0.0207581
cluster,5390,5393,-0.103882,0.0126665
cluster,5396,5394,0.0191498,-0.00580285
cluster,5427,5424,0.0276642,-0.040514
cluster,5475,5448,1.06656,-0.318386
cluster,5511,5510,0.0512543,-0.014558
cluster,5517,5586,-2.61685,-0.0701048
cluster,5562,5561,0.0198517,0.00267071
cluster,5587,5757,-5.40778,-0.035423
cluster,5441,5613,-7.31532,-0.314618
cluster,5623,5622,0.0256042,0.000126067
cluster,5826,5804,0.27858,0.00908091
cluster,5807,5808,0,0.00255795
cluster,6750,6751,0,0.00154943
cluster,6786,6858,-1.007,0.0324523
cluster,6894,6891,0.026413,-0.0175408
cluster,6923,6930,-0.0826416,-0.0654223
cluster,6978,6979,0,0.000607107
cluster,7060,7061,0,-0.00289807
cluster,7165,7108,1.26141,-0.597377
cluster,7225,7224,0.0170288,-0.0164072
cluster,7495,7494,0,0.00413499
cluster,7508,7509,0,-5.22405e-05
cluster,7572,7576,-0.524963,-0.126285
cluster,7626,7625,0.0286255,0.0294
cluster,7798,7753,3.70596,0.0105528
cluster,7756,7767,-1.03625,0.0179809
cluster,7769,7766,0.312683,0.0588157
cluster,7773,7775,-0.0163116,0.0188379
cluster,7819,7820,-0.000274658,-0.00460765
cluster,7831,7832,0,0.0058087
cluster,7844,7840,0.141632,0.0646217
cluster,7845,7867,-1.68414,0.0337467
cluster,7877,7878,-0.0176086,-0.0202585
cluster,7903,7904,-0.000228882,-0.00021469
cluster,8075,8076,0,-4.85099e-07
cluster,8194,8195,-0.010025,0.0160499
cluster,8199,8200,0,-0.000273909
cluster,8312,8313,-0.0411987,-0.0111785
cluster,8593,8595,-0.00326538,2.81657e-07
cluster,8975,8976,0,0.000978312
cluster,9250,9247,0.102417,0.0319675
cluster,9332,9331,0.00299072,0.00595205
cluster,9695,9694,0,-0.0244026
cluster,10457,10458,-0.0162964,0.0216107
cluster,10541,10540,0,3.06487e-07
cluster,10546,10549,-0.0445862,-0.025111
outlier,615,725,-3.52968,-0.302417
outlier,3384,3381,0.00536346,0.452906
outlier,4037,8833,-172.955,0.289716
outlier,6870,7016,-2.05078,0.155718
outlier,7194,7355,-6.22876,-1.30878
outlier,8157,8113,2.02357,-0.0684716
outlier,9373,8284,31.1594,-0.525223
outlier,10828,10876,-0.531006,0.160847
Processed points number: 116854028
