cluster,230,231,0,9.92612e-05
cluster,599,600,-0.00469589,0.0415916
cluster,675,674,0,-0.0115712
cluster,820,819,0.0195389,0.0221472
cluster,1069,1077,-0.0851669,-0.0335123
cluster,1074,1075,0,0.00330576
cluster,1150,1149,0,-0.00795555
cluster,1316,1339,-0.305466,0.0358098
cluster,1659,1641,0.11515,-0.0148953
cluster,1664,1667,-0.0183945,0.00637089
cluster,1898,1865,0.0978928,-0.0760017
cluster,3033,2987,0.0930252,0.118073
cluster,3049,3047,0.000488281,-0.0171708
cluster,3177,3157,0.0509186,0.00334341
cluster,3182,3207,-0.0790939,0.0185223
cluster,3302,3268,0.128197,0.203614
cluster,3340,3310,0.145477,0.131244
cluster,3382,3396,-0.0673828,-0.00217484
cluster,3420,3476,-0.391121,-1.30685
cluster,3487,3465,0.108482,0.0174418
cluster,3078,3501,-1.7616,-0.178378
cluster,3516,3517,0,0.0192294
cluster,3535,3592,-0.590172,-0.400318
cluster,3560,3550,0.137566,0.0208644
cluster,3572,3571,0,0.00300479
cluster,3580,3581,0,0.000290462
cluster,3635,3632,0.0172653,-0.0172096
cluster,3639,3638,0.00378418,0.0412554
cluster,3799,3771,0.547768,-1.02779
cluster,3808,3809,0,0.000503516
cluster,3986,3981,0.0861359,0.00853349
cluster,3995,3996,0,0.0102107
cluster,4183,4184,0,-0.00444762
cluster,4517,4519,-0.0377197,0.0129599
cluster,4548,4547,0.00828552,0.0182389
cluster,4903,4902,0,0.0010484
cluster,5091,5090,0,7.1852e-05
cluster,5367,5371,-0.161743,0.118082
cluster,5450,5451,0,0.0539642
cluster,5676,5675,0,0.00280886
cluster,5692,5691,0,-0.00363521
cluster,5721,5720,0,-0.000268502
cluster,6120,6121,0,-5.42814e-06
cluster,6129,6130,0,0.0111072
cluster,7200,6854,1.73587,-0.0611456
cluster,7689,7751,-0.0817261,-0.0319413
cluster,8099,7803,0.390167,0.100595
cluster,8566,8590,-0.0570679,0.250858
cluster,8794,8793,0,-0.00623063
cluster,9065,9033,0.214355,0.0157207
cluster,9259,9159,1.16956,0.175927
cluster,9275,9270,0.0474548,0.302123
cluster,9490,9491,0,0.000123367
outlier,28,5162,-179.579,0.812418
outlier,87,43,0.522777,-0.48955
outlier,10670,45,359.314,0.307239
outlier,118,67,0.749735,-0.505527
outlier,79,137,-0.811134,-0.203201
outlier,120,143,-0.244255,-0.014047
outlier,161,211,-0.849662,0.0986327
outlier,574,601,-1.79996,0.395779
outlier,1024,910,5.60564,-0.533685
outlier,1037,924,5.04653,0.833137
outlier,1080,1087,-0.180588,-0.449168
outlier,1182,1225,-0.726585,-0.552275
outlier,1284,1319,-0.610802,-0.402967
outlier,1460,1423,0.42041,0.101289
outlier,1443,1486,-0.588928,-2.69441
outlier,1703,1444,2.19862,0.74278
outlier,1896,1574,1.41821,-0.0294877
outlier,1219,1648,-5.29346,0.727781
outlier,1889,1899,-0.0220032,-0.322662
outlier,2839,1907,1.46434,0.381294
outlier,1924,2204,-0.510712,-0.668508
outlier,2542,1982,0.821182,-0.114144
outlier,2067,2005,0.122269,0.217097
outlier,2103,2027,0.138794,-0.319179
outlier,2311,2066,0.353912,0.240644
outlier,2177,2317,-0.19442,0.770374
outlier,2294,2191,0.142868,-0.442815
outlier,2194,2185,0.0106125,-0.652024
outlier,2249,2046,0.306084,-0.51586
outlier,2564,2276,0.374931,-0.259039
outlier,2358,2085,0.366356,-0.451696
outlier,2398,3178,-1.32812,-0.112337
outlier,2600,2427,0.232109,-0.132688
outlier,2438,2457,-0.0235748,-0.596732
outlier,2446,2766,-0.470299,0.147193
outlier,3017,2481,0.831398,-0.0335448
