cluster,107,153,-0.25865,0.0691132
cluster,302,303,0,9.78937e-05
cluster,627,626,0,1.91617e-05
cluster,652,184,2.88115,-0.0127266
cluster,677,741,-0.707303,0.0326556
cluster,785,761,0.179721,0.0329586
cluster,787,786,0.00362587,0.00334881
cluster,903,902,0,-5.7137e-05
cluster,1030,1029,0,0.000530329
cluster,1049,955,1.55327,-0.124888
cluster,1099,1093,0.0681353,0.00799044
cluster,1102,1105,-0.0509634,0.0395914
cluster,1202,1200,0.0256166,0.0240408
cluster,1225,1224,0,-2.16382e-05
cluster,1306,1307,-0.0355997,-0.00631584
cluster,1318,1317,0,0
cluster,1340,1347,-0.492516,-0.0364701
cluster,1361,1360,0.00112534,-0.00134077
cluster,1443,1435,0.309521,-0.00527569
cluster,1484,1483,0.00285339,-0.0182328
cluster,1503,1505,-1.3273,-0.0209246
cluster,1535,1536,0,0
cluster,1586,1587,0,0
cluster,1596,1602,-0.929916,0.191844
cluster,1618,1619,-0.00527191,-6.9026e-05
cluster,1898,1899,0,0
cluster,2806,2743,0.149574,0.152259
cluster,2966,2967,0,0.00118437
cluster,3037,3175,-0.362701,0.741871
cluster,3449,3450,0,-0.00211664
cluster,3532,3566,-0.283981,-0.451778
cluster,4181,4180,0,0.000157518
cluster,4199,4200,0,-0.0017132
cluster,4217,4216,0,-1.16485e-05
cluster,4260,4261,-0.00158691,0.00120543
cluster,4270,4269,0,0.000639805
cluster,4277,4278,-0.00038147,0.000125228
cluster,4345,4298,3.29614,0.0958733
cluster,4300,4299,0,-0.000241856
cluster,4307,4308,0,3.88112e-05
cluster,4471,4421,2.2036,-0.0970471
cluster,4423,4422,0,7.7247e-05
cluster,4460,4461,0,4.14237e-08
cluster,4491,4492,-0.00108337,0.00733925
cluster,4575,4574,0,0
cluster,4652,4650,0.00198364,-1.48384e-05
cluster,4934,4951,-0.271973,0.108107
cluster,5194,5245,-0.296448,0.0800172
cluster,5380,5376,0.0114594,-0.0526134
cluster,5441,5440,0,0.000195691
cluster,5514,5505,0.0729218,-0.00443856
cluster,5705,5704,0,0.00293353
cluster,5783,5782,0.000350952,0.0284469
cluster,5797,5796,0.00038147,-0.00104921
cluster,5814,5813,0,0.0156257
cluster,5825,5855,-1.25182,-0.0513179
cluster,5839,5865,-1.23729,0.028278
cluster,5842,5872,-1.65755,0.0149539
cluster,5849,5848,0,0.0119217
cluster,5898,5897,0,9.05488e-05
cluster,5946,5952,-0.322205,0.0309252
cluster,6069,6068,0,0
cluster,6086,6087,0,-0.00293064
cluster,6100,6101,0,-1.03916e-06
cluster,6104,6107,-1.7269,-0.0221533
cluster,6111,6110,0,0
cluster,6140,6141,0,0
cluster,6152,6185,-6.46217,-0.03756
cluster,6155,6154,0,-5.7476e-06
cluster,6159,6160,0,2.56074e-07
cluster,6175,6174,0.0136719,0.0334
cluster,6212,6178,3.17267,0.492465
cluster,6206,6223,-1.24026,-0.250635
cluster,6210,6207,0.116852,-0.0659038
cluster,6232,6228,0.19989,-0.201624
cluster,6230,6229,0,0
cluster,6236,6237,-0.00588989,-0.0294217
cluster,6248,6247,0.111938,-0.0803322
cluster,6316,6310,0.113495,-0.108504
cluster,6340,6328,0.210419,-0.44057
cluster,6334,6333,0,-0.00214399
cluster,6356,6213,7.02493,-0.212853
cluster,6363,6359,0.0197449,-0.0589602
cluster,6378,6391,-0.230713,0.25657
cluster,6440,6428,0.164185,-0.0716235
cluster,6255,6794,-7.89139,-0.882014
cluster,6812,6892,-0.247803,-0.0677813
cluster,7164,7165,0,-0.000545318
cluster,7570,7041,1.06366,1.84875
