75,76,0,0
497,581,-3.27216,-0.628692
630,649,-0.579056,0.0243003
703,730,-0.418297,-0.339468
807,831,-0.372986,-0.10754
896,940,-0.437759,-0.0600706
926,946,-0.196503,-0.00972855
982,992,-0.0730896,-0.0116298
996,999,-0.0711212,0.00229563
1033,1092,-0.744545,0.794248
1071,1244,-1.66663,0.223611
1098,1106,-0.053978,0.0323496
1140,1173,-0.268074,0.152301
1151,1180,-0.277946,-0.31664
1156,1194,-0.346352,0.142799
1214,1245,-0.291878,0.0468062
1316,1317,0,-2.56435e-05
1323,1433,-0.853943,0.592167
1325,1315,0.0884399,-0.448359
1361,1221,1.24406,-0.158831
1490,1498,-0.0407867,-0.0383787
1675,1925,-1.58706,-0.271713
1754,1759,-0.0190506,0.0110732
1829,1844,-0.0592499,0.225213
1884,2036,-1.09933,0.976887
1897,1978,-0.550201,-0.312586
1909,2003,-0.688759,-0.321443
1944,2058,-0.890663,0.565804
2026,2079,-0.439857,-0.130685
2032,2049,-0.165298,0.060389
2094,2099,-0.00799561,0.00114575
2097,2134,-0.216423,-0.00266566
2132,2135,-0.0237045,-0.0196709
2166,2167,0,-7.56503e-05
2226,676,14.5497,-0.0916866
2234,2238,-0.0353012,-0.036385
2289,1940,2.7153,-0.186546
2366,2368,-0.00531769,-0.0130183
2375,2399,-0.171562,0.362655
2454,2040,3.34624,0.780231
2631,2671,-0.401268,0.0899852
2682,2698,-0.154274,0.0776337
2723,2788,-1.03484,0.347188
2824,2825,-0.00505066,0.000550113
2914,2934,-0.368004,-0.074845
3040,3048,-0.128899,-0.147927
3108,3174,-1.84533,0.128155
3445,3452,-2.88411,0.122623
3505,3506,-0.330765,-0.032968
3521,3540,-6.7377,0.196519
3555,3567,-3.62321,-0.110816
3569,3570,-0.0970306,0.00665929
3575,3580,-0.99408,-0.0212105
3592,3620,-4.3622,0.161761
3697,3698,0,-0.0031689
3758,3761,-0.147934,-0.00196178
3759,3769,-0.625412,-0.107482
3783,3784,-0.0283203,-0.0202493
3797,3804,-0.18985,0.00117382
3801,3815,-0.564545,-0.000836859
3802,3806,-0.0807037,0.0291156
3809,3811,-0.031311,-0.0291483
3817,3818,-0.000396729,2.32017e-05
3821,3774,1.82196,0.175412
3825,3855,-1.18622,-0.192502
3878,3881,-0.048996,0.0534458
3935,3943,-0.261139,-0.0191559
3936,9236,-31.3533,-0.345645
4153,4205,-0.937241,-0.400959
4180,4181,0,-4.66571e-05
4194,4272,-1.26422,0.0460443
4260,4274,-0.195587,-0.0138848
4306,4008,6.12491,0.34257
4355,4516,-1.56396,-0.0715557
4390,4400,-0.127289,0.00436409
4437,4518,-0.661346,0.150417
4461,4483,-0.12558,-0.108406
4569,6308,-8.92941,0.435098
4614,4455,1.41742,-0.141159
4626,4671,-0.381836,0.0761445
4651,4688,-0.3797,-0.0494128
4721,4727,-0.0116272,-0.321988
4770,5210,-2.57031,-0.547577
4805,4986,-1.18765,-0.33046
4818,4821,-0.0160522,-0.0569975
5151,5170,-0.0805054,0.359819
5221,5483,-1.27292,0.230389
5522,5531,-0.0553589,-0.298233
5705,5756,-0.228577,-0.388428
6115,6054,0.270203,0.200802
6189,6214,-0.0947266,-0.00824518
6357,6366,-0.0267334,0.096449
6363,6513,-0.485962,-0.0718495
6526,6391,0.421082,-0.0441729
6773,6787,-0.0429993,0.0391992
7123,6430,2.26404,1.18107
7248,7374,-0.444397,0.0135888
7390,5961,4.8714,0.491514
7536,8328,-2.78632,0.00686958
7735,7969,-0.694305,0.337298
8070,8212,-0.546051,-0.413907
8461,8274,0.724792,0.148579
8601,8608,-0.0270081,0.0112442
8781,8871,-0.440613,0.0554208
8995,8999,-0.0228271,-0.069072
9115,8740,1.78433,-0.0891597
9703,9612,0.603394,0.392221
9873,9909,-0.293701,0.0994851
9875,10016,-1.00403,-0.0326099
9885,9971,-0.55069,-0.0132936
9903,9797,0.814362,-0.100718
10179,9657,3.86279,-0.32292
10267,9575,5.07379,0.493476
10712,10975,-3.6716,-0.411842
10793,10916,-1.7966,0.143788
10835,10836,0,-6.66863e-08
10893,10825,0.996643,-0.048681
11116,11117,-0.00698853,-0.0111432
11282,11214,1.44241,-1.00605
11314,11320,-0.149048,0.0167475
11432,11566,-4.47867,0.473323
11536,11538,-0.0145874,0.0144609
11582,11591,-0.248779,0.0883497
11840,11841,-0.0706482,0.00783347
11863,11864,-0.000579834,0.0158306
11866,11867,-0.000152588,0.00628401
Processed points number: 46328773
