1150,1151,0,-0.000237198
1188,1189,0,-2.48815e-05
1477,1478,0,-4.80793e-07
1497,1498,0,1.30429e-06
1511,1512,0,-0.00140856
1528,1529,0,0
1577,1578,0,7.54452e-05
1773,1774,0,-0.00302456
1812,1811,0.0143509,-0.0034943
1886,1887,0,0.000799312
1965,1966,0,0
2146,2147,0,-0.00162125
2718,2721,-0.071167,-0.00168829
2907,2887,2.94774,-0.178414
3226,3227,0,-0.000136261
3716,3546,5.948,0.197637
4897,5077,-1.69476,0.61388
4913,4914,0,2.45935e-09
4970,4971,0,0
4996,4997,0,0
5059,5289,-1.88377,-0.0069416
5064,5065,0,0
5130,5131,0,0
5132,5133,0,0
5134,5298,-1.15489,-0.0481279
5144,5145,0,0.000184818
5153,5162,-0.0636292,-0.043995
5195,5253,-0.400055,-0.208017
5217,5232,-0.0965729,-0.00533963
5219,5220,0,0
5268,5279,-0.0592651,-0.000837305
5280,5281,-0.000610352,-0.000287665
5293,5294,0,0
5354,5355,0,3.90404e-07
5434,5457,-0.106873,0.00541521
5627,5636,-0.0514221,0.00673613
5638,5639,0,2.90167e-05
5646,5655,-0.0490723,0.00504464
5662,5674,-0.0744019,0.0149232
5745,5746,0,0
5804,5811,-0.0313416,-0.0154503
5893,5898,-0.0187378,-0.0153855
5932,5933,-0.000396729,0.0263426
5993,5994,-0.000183105,0.000285799
6036,6037,0,-6.3397e-05
6086,6101,-0.0950317,-0.0144907
6178,6184,-0.0322266,0.00840472
6198,6215,-0.0797424,-0.108362
6438,6443,-0.0275269,-0.015491
6584,6587,-0.00946045,0.0191795
7284,7287,-0.00769043,-0.00108534
7541,7310,0.942108,0.458513
7656,7657,0,0.000198045
7942,7946,-0.0171509,-0.000990612
9520,9699,-0.345184,0.0202455
10817,10828,-0.0194702,0.0439355
12161,12148,0.0744629,0.261847
13134,13161,-0.194305,0.010483
13177,13187,-0.064209,-0.00898671
13391,13396,-0.0360107,-0.00256202
13525,13488,0.224091,0.047295
13529,13530,-0.000762939,-0.00136181
13657,13659,-0.00668335,0.00163545
13674,13675,-0.0108643,0.00507153
13688,13691,-0.003479,-0.000338942
13695,13698,-0.00567627,0.00654999
13714,13715,-0.00524902,-0.0286526
13733,13735,-0.00799561,-0.00848522
13763,13764,0,-0.000641911
13784,13785,0,0
13847,13848,-0.00946045,-0.00167001
13870,13874,-0.0143433,0
Processed points number: 206637178
